Order_ID,Customer_ID,Order_Date,Product,Category,Quantity,Price,Revenue,Region,Order_Month
O11517,C0328,13-04-2023,Laptop,Electronics,1,335,335,East,2023-04
O11518,C0007,07-05-2023,Mouse,Accessories,2,787,1574,West,2023-05
O11519,C0511,22-02-2023,Tablet,Electronics,3,525,1575,South,2023-02
O11520,C0409,07-01-2023,Keyboard,Accessories,2,1185,2370,South,2023-01
O11521,C0367,07-09-2023,Tablet,Electronics,1,884,884,West,2023-09
O11522,C0471,20-09-2023,Headphones,Electronics,3,921,2763,East,2023-09
O11523,C0290,28-12-2023,Monitor,Electronics,3,415,1245,East,2023-12
O11524,C0210,10-02-2023,Phone,Electronics,1,1188,1188,West,2023-02
O11525,C0590,18-04-2023,Monitor,Electronics,2,842,1684,North,2023-04
O11526,C0335,02-12-2023,Headphones,Electronics,3,168,504,East,2023-12
O11527,C0147,12-09-2023,Printer,Office,2,373,746,West,2023-09
O11528,C0394,05-12-2023,Monitor,Electronics,3,978,2934,South,2023-12
O11529,C0466,15-09-2023,Keyboard,Accessories,3,154,462,West,2023-09
O11530,C0221,10-08-2023,Keyboard,Accessories,2,812,1624,South,2023-08
O11531,C0236,02-07-2023,Laptop,Electronics,3,274,822,West,2023-07
O11532,C0006,24-08-2023,Monitor,Electronics,2,493,986,East,2023-08
O11533,C0257,23-08-2023,Printer,Office,1,204,204,West,2023-08
O11534,C0569,25-10-2023,Laptop,Electronics,2,758,1516,South,2023-10
O11535,C0310,25-03-2023,Laptop,Electronics,3,486,1458,South,2023-03
O11536,C0152,29-10-2023,Laptop,Electronics,3,813,2439,South,2023-10
O11537,C0561,29-10-2023,Headphones,Electronics,3,284,852,South,2023-10
O11538,C0219,14-12-2023,Printer,Office,2,470,940,West,2023-12
O11539,C0273,10-06-2023,Phone,Electronics,3,797,2391,East,2023-06
O11540,C0009,16-10-2023,Keyboard,Accessories,2,1025,2050,West,2023-10
O11541,C0197,23-09-2023,Laptop,Electronics,1,454,454,South,2023-09
O11542,C0065,03-10-2023,Printer,Office,3,1194,3582,North,2023-10
O11543,C0369,21-08-2023,Mouse,Accessories,2,1018,2036,East,2023-08
O11544,C0177,05-08-2023,Headphones,Electronics,2,970,1940,East,2023-08
O11545,C0551,22-02-2023,Keyboard,Accessories,2,213,426,South,2023-02
O11546,C0360,25-02-2023,Keyboard,Accessories,3,873,2619,South,2023-02
O11547,C0180,24-12-2023,Tablet,Electronics,1,847,847,East,2023-12
O11548,C0477,27-11-2023,Mouse,Accessories,3,71,213,West,2023-11
O11549,C0192,13-04-2023,Laptop,Electronics,2,1166,2332,West,2023-04
O11550,C0231,28-12-2023,Mouse,Accessories,3,616,1848,South,2023-12
O11551,C0457,21-08-2023,Printer,Office,2,281,562,South,2023-08
O11552,C0375,19-10-2023,Monitor,Electronics,1,488,488,North,2023-10
O11553,C0141,03-04-2023,Printer,Office,1,179,179,South,2023-04
O11554,C0463,02-02-2023,Tablet,Electronics,3,272,816,West,2023-02
O11555,C0270,13-12-2023,Phone,Electronics,1,1096,1096,North,2023-12
O11556,C0031,17-08-2023,Monitor,Electronics,3,134,402,West,2023-08
O11557,C0389,21-05-2023,Phone,Electronics,3,871,2613,West,2023-05
O11558,C0047,23-11-2023,Headphones,Electronics,1,148,148,South,2023-11
O11559,C0109,16-06-2023,Printer,Office,3,111,333,North,2023-06
O11560,C0382,21-02-2023,Mouse,Accessories,2,647,1294,East,2023-02
O11561,C0204,26-08-2023,Laptop,Electronics,2,386,772,South,2023-08
O11562,C0576,03-05-2023,Headphones,Electronics,3,930,2790,South,2023-05
O11563,C0528,25-05-2023,Monitor,Electronics,2,69,138,West,2023-05
O11564,C0444,28-11-2023,Headphones,Electronics,2,910,1820,East,2023-11
O11565,C0396,06-04-2023,Laptop,Electronics,3,634,1902,North,2023-04
O11566,C0224,06-01-2023,Mouse,Accessories,2,1024,2048,South,2023-01
O11567,C0163,14-08-2023,Tablet,Electronics,3,165,495,South,2023-08
O11568,C0392,11-12-2023,Printer,Office,2,259,518,West,2023-12
O11569,C0086,03-07-2023,Keyboard,Accessories,2,805,1610,North,2023-07
O11570,C0582,13-05-2023,Tablet,Electronics,1,653,653,East,2023-05
O11571,C0438,15-02-2023,Laptop,Electronics,2,270,540,South,2023-02
O11572,C0334,08-02-2023,Printer,Office,3,837,2511,North,2023-02
O11573,C0161,14-10-2023,Phone,Electronics,2,1177,2354,East,2023-10
O11574,C0113,14-11-2023,Keyboard,Accessories,2,291,582,East,2023-11
O11575,C0212,23-04-2023,Keyboard,Accessories,3,1191,3573,West,2023-04
O11576,C0394,21-12-2023,Printer,Office,2,876,1752,West,2023-12
O11577,C0108,07-08-2023,Printer,Office,2,94,188,East,2023-08
O11578,C0228,10-07-2023,Keyboard,Accessories,3,226,678,East,2023-07
O11579,C0379,09-07-2023,Printer,Office,2,316,632,East,2023-07
O11580,C0204,01-08-2023,Phone,Electronics,1,921,921,West,2023-08
O11581,C0181,16-11-2023,Headphones,Electronics,3,643,1929,East,2023-11
O11582,C0200,28-08-2023,Mouse,Accessories,2,833,1666,South,2023-08
O11583,C0396,25-08-2023,Tablet,Electronics,3,738,2214,South,2023-08
O11584,C0129,18-02-2023,Mouse,Accessories,2,872,1744,West,2023-02
O11585,C0311,25-01-2023,Monitor,Electronics,1,585,585,East,2023-01
O11586,C0094,23-11-2023,Mouse,Accessories,2,654,1308,North,2023-11
O11587,C0329,12-01-2023,Mouse,Accessories,2,60,120,East,2023-01
O11588,C0535,24-03-2023,Mouse,Accessories,1,702,702,South,2023-03
O11589,C0080,19-12-2023,Monitor,Electronics,3,393,1179,West,2023-12
O11590,C0128,09-07-2023,Phone,Electronics,3,1038,3114,North,2023-07
O11591,C0313,16-03-2023,Mouse,Accessories,2,576,1152,South,2023-03
O11592,C0016,18-03-2023,Mouse,Accessories,3,78,234,North,2023-03
O11593,C0531,12-04-2023,Laptop,Electronics,1,989,989,West,2023-04
O11594,C0297,22-07-2023,Monitor,Electronics,1,1011,1011,West,2023-07
O11595,C0326,29-12-2023,Keyboard,Accessories,1,664,664,North,2023-12
O11596,C0326,23-04-2023,Headphones,Electronics,3,373,1119,North,2023-04
O11597,C0455,02-06-2023,Monitor,Electronics,1,847,847,North,2023-06
O11598,C0530,10-01-2023,Mouse,Accessories,1,676,676,West,2023-01
O11599,C0333,23-12-2023,Headphones,Electronics,1,498,498,West,2023-12
O11600,C0475,03-04-2023,Laptop,Electronics,3,515,1545,West,2023-04
O11601,C0598,02-06-2023,Monitor,Electronics,2,870,1740,South,2023-06
O11602,C0500,29-05-2023,Mouse,Accessories,2,1079,2158,North,2023-05
O11603,C0468,10-06-2023,Keyboard,Accessories,1,650,650,South,2023-06
O11604,C0046,24-05-2023,Printer,Office,1,198,198,South,2023-05
O11605,C0344,02-10-2023,Printer,Office,1,569,569,North,2023-10
O11606,C0202,30-05-2023,Phone,Electronics,3,647,1941,South,2023-05
O11607,C0289,06-08-2023,Laptop,Electronics,3,190,570,North,2023-08
O11608,C0319,04-04-2023,Headphones,Electronics,1,800,800,East,2023-04
O11609,C0012,05-06-2023,Printer,Office,3,511,1533,West,2023-06
O11610,C0177,07-12-2023,Monitor,Electronics,3,450,1350,North,2023-12
O11611,C0202,26-11-2023,Mouse,Accessories,3,787,2361,East,2023-11
O11612,C0216,12-02-2023,Tablet,Electronics,2,405,810,East,2023-02
O11613,C0134,17-11-2023,Mouse,Accessories,3,298,894,South,2023-11
O11614,C0600,02-06-2023,Phone,Electronics,2,922,1844,North,2023-06
O11615,C0176,24-12-2023,Mouse,Accessories,2,100,200,North,2023-12
O11616,C0106,12-07-2023,Keyboard,Accessories,2,788,1576,West,2023-07
O11617,C0268,19-06-2023,Keyboard,Accessories,2,765,1530,South,2023-06
O11618,C0184,01-06-2023,Mouse,Accessories,3,363,1089,North,2023-06
O11619,C0386,18-08-2023,Printer,Office,3,749,2247,East,2023-08
O11620,C0198,19-11-2023,Headphones,Electronics,3,464,1392,West,2023-11
O11621,C0138,30-10-2023,Mouse,Accessories,3,677,2031,North,2023-10
O11622,C0594,15-04-2023,Phone,Electronics,2,120,240,West,2023-04
O11623,C0133,06-03-2023,Phone,Electronics,2,1116,2232,South,2023-03
O11624,C0213,28-05-2023,Printer,Office,1,516,516,North,2023-05
O11625,C0324,05-10-2023,Mouse,Accessories,1,137,137,West,2023-10
O11626,C0270,19-10-2023,Phone,Electronics,1,914,914,North,2023-10
O11627,C0461,27-07-2023,Headphones,Electronics,3,360,1080,West,2023-07
O11628,C0336,26-08-2023,Monitor,Electronics,2,755,1510,North,2023-08
O11629,C0163,26-10-2023,Laptop,Electronics,3,996,2988,North,2023-10
O11630,C0285,18-05-2023,Monitor,Electronics,1,91,91,East,2023-05
O11631,C0431,11-02-2023,Phone,Electronics,2,765,1530,South,2023-02
O11632,C0371,25-02-2023,Printer,Office,2,75,150,North,2023-02
O11633,C0376,19-08-2023,Phone,Electronics,2,898,1796,East,2023-08
O11634,C0110,18-02-2023,Tablet,Electronics,3,851,2553,North,2023-02
O11635,C0356,17-06-2023,Laptop,Electronics,1,1028,1028,North,2023-06
O11636,C0150,26-05-2023,Tablet,Electronics,1,154,154,West,2023-05
O11637,C0048,06-05-2023,Phone,Electronics,3,695,2085,East,2023-05
O11638,C0371,06-02-2023,Mouse,Accessories,1,833,833,East,2023-02
O11639,C0125,03-12-2023,Headphones,Electronics,2,214,428,West,2023-12
O11640,C0328,10-06-2023,Phone,Electronics,2,623,1246,South,2023-06
O11641,C0082,29-12-2023,Keyboard,Accessories,3,749,2247,North,2023-12
O11642,C0589,30-03-2023,Phone,Electronics,1,693,693,North,2023-03
O11643,C0176,02-02-2023,Phone,Electronics,1,755,755,South,2023-02
O11644,C0547,05-05-2023,Headphones,Electronics,1,589,589,South,2023-05
O11645,C0393,07-07-2023,Laptop,Electronics,2,646,1292,East,2023-07
O11646,C0506,16-11-2023,Mouse,Accessories,3,490,1470,North,2023-11
O11647,C0236,08-10-2023,Mouse,Accessories,3,617,1851,East,2023-10
O11648,C0060,01-11-2023,Laptop,Electronics,2,1082,2164,North,2023-11
O11649,C0169,03-03-2023,Headphones,Electronics,2,1043,2086,North,2023-03
O11650,C0420,02-09-2023,Phone,Electronics,2,213,426,East,2023-09
O11651,C0446,27-07-2023,Printer,Office,2,1101,2202,South,2023-07
O11652,C0426,11-04-2023,Tablet,Electronics,3,153,459,North,2023-04
O11653,C0277,06-03-2023,Mouse,Accessories,2,1179,2358,East,2023-03
O11654,C0546,20-04-2023,Tablet,Electronics,1,154,154,West,2023-04
O11655,C0317,23-09-2023,Laptop,Electronics,2,792,1584,South,2023-09
O11656,C0513,13-05-2023,Tablet,Electronics,1,382,382,West,2023-05
O11657,C0535,19-04-2023,Mouse,Accessories,1,589,589,East,2023-04
O11658,C0099,13-11-2023,Laptop,Electronics,1,958,958,East,2023-11
O11659,C0522,08-01-2023,Printer,Office,3,506,1518,North,2023-01
O11660,C0542,20-01-2023,Monitor,Electronics,3,758,2274,West,2023-01
O11661,C0054,08-10-2023,Laptop,Electronics,2,405,810,East,2023-10
O11662,C0043,15-03-2023,Laptop,Electronics,2,851,1702,South,2023-03
O11663,C0544,16-04-2023,Keyboard,Accessories,2,399,798,West,2023-04
O11664,C0432,02-11-2023,Tablet,Electronics,1,633,633,North,2023-11
O11665,C0520,26-11-2023,Mouse,Accessories,1,989,989,South,2023-11
O11666,C0166,19-05-2023,Monitor,Electronics,2,196,392,North,2023-05
O11667,C0178,26-11-2023,Headphones,Electronics,1,899,899,South,2023-11
O11668,C0115,08-06-2023,Phone,Electronics,2,927,1854,South,2023-06
O11669,C0326,30-11-2023,Mouse,Accessories,1,494,494,West,2023-11
O11670,C0275,28-06-2023,Phone,Electronics,3,194,582,North,2023-06
O11671,C0414,02-06-2023,Keyboard,Accessories,3,526,1578,West,2023-06
O11672,C0568,05-10-2023,Headphones,Electronics,3,715,2145,North,2023-10
O11673,C0023,16-02-2023,Headphones,Electronics,3,730,2190,North,2023-02
O11674,C0585,05-06-2023,Laptop,Electronics,2,193,386,North,2023-06
O11675,C0085,01-07-2023,Headphones,Electronics,1,1022,1022,South,2023-07
O11676,C0112,18-08-2023,Printer,Office,3,346,1038,West,2023-08
O11677,C0105,12-07-2023,Keyboard,Accessories,2,470,940,North,2023-07
O11678,C0138,27-11-2023,Phone,Electronics,3,431,1293,South,2023-11
O11679,C0464,12-06-2023,Keyboard,Accessories,1,962,962,South,2023-06
O11680,C0239,27-09-2023,Headphones,Electronics,1,69,69,South,2023-09
O11681,C0104,19-06-2023,Laptop,Electronics,2,1104,2208,South,2023-06
O11682,C0019,19-07-2023,Printer,Office,2,302,604,West,2023-07
O11683,C0236,08-12-2023,Printer,Office,3,52,156,North,2023-12
O11684,C0521,09-07-2023,Tablet,Electronics,1,548,548,South,2023-07
O11685,C0053,24-06-2023,Monitor,Electronics,1,340,340,South,2023-06
O11686,C0047,04-04-2023,Headphones,Electronics,3,733,2199,West,2023-04
O11687,C0436,06-12-2023,Printer,Office,3,262,786,West,2023-12
O11688,C0381,14-03-2023,Tablet,Electronics,3,254,762,West,2023-03
O11689,C0410,12-04-2023,Tablet,Electronics,1,126,126,South,2023-04
O11690,C0275,29-03-2023,Monitor,Electronics,3,875,2625,East,2023-03
O11691,C0442,28-01-2023,Laptop,Electronics,1,1150,1150,North,2023-01
O11692,C0570,20-07-2023,Phone,Electronics,2,1031,2062,North,2023-07
O11693,C0143,18-12-2023,Keyboard,Accessories,1,1157,1157,North,2023-12
O11694,C0303,22-04-2023,Laptop,Electronics,2,702,1404,West,2023-04
O11695,C0264,01-09-2023,Phone,Electronics,1,92,92,East,2023-09
O11696,C0177,04-03-2023,Monitor,Electronics,2,1132,2264,South,2023-03
O11697,C0332,15-01-2023,Headphones,Electronics,1,1004,1004,South,2023-01
O11698,C0463,18-07-2023,Mouse,Accessories,2,655,1310,East,2023-07
O11699,C0064,18-08-2023,Tablet,Electronics,2,607,1214,South,2023-08
O11700,C0587,06-06-2023,Printer,Office,1,989,989,East,2023-06
O11701,C0313,05-12-2023,Keyboard,Accessories,1,1161,1161,South,2023-12
O11702,C0073,20-12-2023,Keyboard,Accessories,1,607,607,North,2023-12
O11703,C0061,11-12-2023,Mouse,Accessories,1,1128,1128,West,2023-12
O11704,C0317,28-09-2023,Printer,Office,2,677,1354,North,2023-09
O11705,C0310,27-09-2023,Keyboard,Accessories,3,1175,3525,West,2023-09
O11706,C0579,10-01-2023,Phone,Electronics,3,387,1161,North,2023-01
O11707,C0569,10-10-2023,Mouse,Accessories,3,780,2340,East,2023-10
O11708,C0057,15-12-2023,Laptop,Electronics,1,132,132,East,2023-12
O11709,C0076,07-06-2023,Headphones,Electronics,3,918,2754,West,2023-06
O11710,C0122,10-02-2023,Monitor,Electronics,3,378,1134,East,2023-02
O11711,C0279,08-09-2023,Phone,Electronics,2,1096,2192,North,2023-09
O11712,C0052,28-07-2023,Printer,Office,1,62,62,South,2023-07
O11713,C0393,21-05-2023,Tablet,Electronics,1,1124,1124,West,2023-05
O11714,C0417,01-06-2023,Mouse,Accessories,1,245,245,West,2023-06
O11715,C0365,30-12-2023,Headphones,Electronics,1,197,197,East,2023-12
O11716,C0492,17-08-2023,Tablet,Electronics,2,451,902,East,2023-08
O11717,C0405,08-10-2023,Tablet,Electronics,1,317,317,East,2023-10
O11718,C0306,09-07-2023,Printer,Office,1,175,175,East,2023-07
O11719,C0352,26-06-2023,Laptop,Electronics,3,677,2031,South,2023-06
O11720,C0443,24-11-2023,Laptop,Electronics,1,330,330,North,2023-11
O11721,C0279,09-01-2023,Monitor,Electronics,1,196,196,South,2023-01
O11722,C0289,14-01-2023,Keyboard,Accessories,2,193,386,South,2023-01
O11723,C0172,27-09-2023,Laptop,Electronics,2,907,1814,North,2023-09
O11724,C0418,10-10-2023,Printer,Office,3,121,363,South,2023-10
O11725,C0328,23-01-2023,Headphones,Electronics,3,546,1638,West,2023-01
O11726,C0362,03-04-2023,Keyboard,Accessories,3,422,1266,North,2023-04
O11727,C0346,03-12-2023,Tablet,Electronics,3,785,2355,East,2023-12
O11728,C0194,01-06-2023,Mouse,Accessories,3,830,2490,North,2023-06
O11729,C0015,23-09-2023,Printer,Office,3,236,708,North,2023-09
O11730,C0028,06-03-2023,Headphones,Electronics,1,1125,1125,North,2023-03
O11731,C0210,21-10-2023,Mouse,Accessories,2,1038,2076,East,2023-10
O11732,C0204,22-02-2023,Laptop,Electronics,2,1177,2354,South,2023-02
O11733,C0276,01-12-2023,Tablet,Electronics,3,1127,3381,East,2023-12
O11734,C0266,10-01-2023,Mouse,Accessories,2,154,308,West,2023-01
O11735,C0158,06-02-2023,Monitor,Electronics,3,717,2151,East,2023-02
O11736,C0463,01-08-2023,Headphones,Electronics,2,348,696,West,2023-08
O11737,C0381,02-04-2023,Monitor,Electronics,3,442,1326,East,2023-04
O11738,C0168,27-10-2023,Mouse,Accessories,1,366,366,South,2023-10
O11739,C0218,10-08-2023,Printer,Office,3,491,1473,North,2023-08
O11740,C0569,03-03-2023,Printer,Office,2,1058,2116,South,2023-03
O11741,C0584,22-11-2023,Headphones,Electronics,2,888,1776,South,2023-11
O11742,C0234,23-08-2023,Mouse,Accessories,3,135,405,North,2023-08
O11743,C0269,05-07-2023,Monitor,Electronics,1,954,954,East,2023-07
O11744,C0351,29-06-2023,Headphones,Electronics,1,838,838,South,2023-06
O11745,C0510,31-12-2023,Printer,Office,1,1169,1169,North,2023-12
O11746,C0118,11-07-2023,Laptop,Electronics,3,461,1383,East,2023-07
O11747,C0382,28-09-2023,Keyboard,Accessories,3,156,468,South,2023-09
O11748,C0468,20-12-2023,Tablet,Electronics,1,918,918,South,2023-12
O11749,C0073,03-05-2023,Phone,Electronics,2,653,1306,North,2023-05
O11750,C0186,10-12-2023,Printer,Office,3,909,2727,North,2023-12
O11751,C0051,02-10-2023,Monitor,Electronics,3,1149,3447,North,2023-10
O11752,C0156,26-08-2023,Headphones,Electronics,2,587,1174,West,2023-08
O11753,C0273,09-03-2023,Phone,Electronics,2,974,1948,West,2023-03
O11754,C0349,15-07-2023,Monitor,Electronics,1,172,172,South,2023-07
O11755,C0111,15-09-2023,Laptop,Electronics,3,372,1116,North,2023-09
O11756,C0099,27-01-2023,Laptop,Electronics,1,759,759,North,2023-01
O11757,C0189,28-08-2023,Phone,Electronics,2,306,612,East,2023-08
O11758,C0271,08-01-2023,Headphones,Electronics,3,858,2574,South,2023-01
O11759,C0359,18-05-2023,Phone,Electronics,3,617,1851,South,2023-05
O11760,C0261,11-08-2023,Keyboard,Accessories,1,847,847,East,2023-08
O11761,C0472,23-01-2023,Headphones,Electronics,3,792,2376,West,2023-01
O11762,C0203,21-11-2023,Monitor,Electronics,2,599,1198,North,2023-11
O11763,C0047,06-09-2023,Laptop,Electronics,3,1036,3108,East,2023-09
O11764,C0380,31-12-2023,Keyboard,Accessories,1,956,956,South,2023-12
O11765,C0046,01-10-2023,Keyboard,Accessories,1,122,122,East,2023-10
O11766,C0010,25-11-2023,Printer,Office,1,173,173,East,2023-11
O11767,C0442,05-08-2023,Mouse,Accessories,1,948,948,East,2023-08
O11768,C0356,24-04-2023,Phone,Electronics,2,881,1762,West,2023-04
O11769,C0091,16-06-2023,Headphones,Electronics,1,1047,1047,East,2023-06
O11770,C0516,06-06-2023,Mouse,Accessories,2,1138,2276,North,2023-06
O11771,C0395,15-03-2023,Laptop,Electronics,3,355,1065,East,2023-03
O11772,C0240,21-01-2023,Keyboard,Accessories,1,672,672,North,2023-01
O11773,C0070,28-04-2023,Laptop,Electronics,3,508,1524,South,2023-04
O11774,C0431,21-11-2023,Monitor,Electronics,2,617,1234,South,2023-11
O11775,C0560,21-07-2023,Tablet,Electronics,2,1137,2274,South,2023-07
O11776,C0397,14-09-2023,Laptop,Electronics,2,109,218,North,2023-09
O11777,C0025,28-02-2023,Mouse,Accessories,1,87,87,West,2023-02
O11778,C0158,26-02-2023,Laptop,Electronics,1,432,432,North,2023-02
O11779,C0577,25-09-2023,Printer,Office,1,105,105,North,2023-09
O11780,C0257,09-06-2023,Printer,Office,2,842,1684,South,2023-06
O11781,C0316,02-01-2023,Phone,Electronics,3,98,294,North,2023-01
O11782,C0573,30-09-2023,Printer,Office,1,469,469,North,2023-09
O11783,C0555,26-02-2023,Tablet,Electronics,2,692,1384,South,2023-02
O11784,C0170,28-09-2023,Tablet,Electronics,1,95,95,North,2023-09
O11785,C0148,18-08-2023,Printer,Office,3,296,888,West,2023-08
O11786,C0065,29-03-2023,Monitor,Electronics,2,1153,2306,West,2023-03
O11787,C0476,02-03-2023,Laptop,Electronics,2,650,1300,East,2023-03
O11788,C0214,15-03-2023,Keyboard,Accessories,3,588,1764,North,2023-03
O11789,C0415,01-02-2023,Phone,Electronics,3,61,183,West,2023-02
O11790,C0181,13-11-2023,Laptop,Electronics,3,286,858,South,2023-11
O11791,C0473,08-06-2023,Monitor,Electronics,2,1153,2306,East,2023-06
O11792,C0017,27-11-2023,Printer,Office,2,432,864,South,2023-11
O11793,C0555,25-04-2023,Headphones,Electronics,1,166,166,East,2023-04
O11794,C0336,02-12-2023,Monitor,Electronics,2,693,1386,North,2023-12
O11795,C0122,22-03-2023,Phone,Electronics,1,196,196,North,2023-03
O11796,C0570,04-03-2023,Phone,Electronics,2,424,848,West,2023-03
O11797,C0427,18-11-2023,Tablet,Electronics,1,917,917,North,2023-11
O11798,C0459,08-07-2023,Printer,Office,2,510,1020,West,2023-07
O11799,C0364,13-03-2023,Printer,Office,3,1075,3225,East,2023-03
O11800,C0472,14-07-2023,Keyboard,Accessories,2,386,772,South,2023-07
O11801,C0566,14-04-2023,Tablet,Electronics,1,56,56,South,2023-04
O11802,C0178,30-08-2023,Phone,Electronics,1,648,648,East,2023-08
O11803,C0523,11-09-2023,Mouse,Accessories,1,1153,1153,West,2023-09
O11804,C0126,16-02-2023,Mouse,Accessories,3,737,2211,South,2023-02
O11805,C0464,02-10-2023,Tablet,Electronics,1,668,668,North,2023-10
O11806,C0562,03-12-2023,Headphones,Electronics,2,183,366,East,2023-12
O11807,C0235,28-02-2023,Tablet,Electronics,3,615,1845,West,2023-02
O11808,C0183,26-02-2023,Headphones,Electronics,2,265,530,North,2023-02
O11809,C0557,14-09-2023,Mouse,Accessories,2,360,720,North,2023-09
O11810,C0338,20-06-2023,Headphones,Electronics,1,101,101,West,2023-06
O11811,C0232,21-11-2023,Headphones,Electronics,1,349,349,West,2023-11
O11812,C0260,20-03-2023,Phone,Electronics,1,1124,1124,North,2023-03
O11813,C0184,23-01-2023,Tablet,Electronics,3,635,1905,South,2023-01
O11814,C0186,28-02-2023,Laptop,Electronics,3,550,1650,West,2023-02
O11815,C0467,12-10-2023,Laptop,Electronics,3,1140,3420,North,2023-10
O11816,C0388,29-08-2023,Laptop,Electronics,1,1038,1038,South,2023-08
O11817,C0176,07-12-2023,Phone,Electronics,3,466,1398,North,2023-12
O11818,C0282,10-02-2023,Mouse,Accessories,1,262,262,South,2023-02
O11819,C0267,29-01-2023,Headphones,Electronics,2,649,1298,East,2023-01
O11820,C0502,27-05-2023,Mouse,Accessories,3,1134,3402,South,2023-05
O11821,C0142,13-02-2023,Laptop,Electronics,2,383,766,West,2023-02
O11822,C0497,24-02-2023,Laptop,Electronics,1,1047,1047,East,2023-02
O11823,C0325,17-07-2023,Keyboard,Accessories,3,846,2538,East,2023-07
O11824,C0112,15-02-2023,Printer,Office,3,1034,3102,North,2023-02
O11825,C0074,10-02-2023,Monitor,Electronics,2,521,1042,East,2023-02
O11826,C0433,28-03-2023,Monitor,Electronics,3,613,1839,North,2023-03
O11827,C0248,10-03-2023,Printer,Office,1,786,786,West,2023-03
O11828,C0470,08-07-2023,Headphones,Electronics,1,752,752,East,2023-07
O11829,C0309,20-09-2023,Keyboard,Accessories,2,361,722,North,2023-09
O11830,C0463,12-05-2023,Monitor,Electronics,1,505,505,South,2023-05
O11831,C0197,21-10-2023,Monitor,Electronics,1,170,170,South,2023-10
O11832,C0039,23-02-2023,Phone,Electronics,2,946,1892,West,2023-02
O11833,C0200,03-10-2023,Phone,Electronics,1,338,338,West,2023-10
O11834,C0082,03-03-2023,Monitor,Electronics,1,1160,1160,East,2023-03
O11835,C0115,06-08-2023,Tablet,Electronics,2,61,122,North,2023-08
O11836,C0472,30-08-2023,Phone,Electronics,3,577,1731,South,2023-08
O11837,C0408,21-05-2023,Monitor,Electronics,3,530,1590,South,2023-05
O11838,C0203,26-03-2023,Mouse,Accessories,3,1094,3282,East,2023-03
O11839,C0521,08-10-2023,Printer,Office,2,1046,2092,North,2023-10
O11840,C0020,21-08-2023,Laptop,Electronics,2,324,648,South,2023-08
O11841,C0089,15-07-2023,Monitor,Electronics,2,578,1156,South,2023-07
O11842,C0307,04-12-2023,Tablet,Electronics,3,136,408,South,2023-12
O11843,C0421,01-05-2023,Printer,Office,1,784,784,North,2023-05
O11844,C0472,20-04-2023,Headphones,Electronics,1,53,53,East,2023-04
O11845,C0381,25-09-2023,Monitor,Electronics,3,1104,3312,East,2023-09
O11846,C0342,19-01-2023,Printer,Office,1,215,215,West,2023-01
O11847,C0010,21-03-2023,Tablet,Electronics,2,594,1188,West,2023-03
O11848,C0475,14-12-2023,Printer,Office,2,629,1258,North,2023-12
O11849,C0496,02-10-2023,Headphones,Electronics,3,146,438,North,2023-10
O11850,C0457,10-10-2023,Keyboard,Accessories,1,58,58,North,2023-10
O11851,C0208,05-05-2023,Tablet,Electronics,1,1081,1081,East,2023-05
O11852,C0518,24-10-2023,Laptop,Electronics,1,253,253,East,2023-10
O11853,C0339,16-05-2023,Monitor,Electronics,3,738,2214,East,2023-05
O11854,C0325,02-07-2023,Phone,Electronics,1,555,555,West,2023-07
O11855,C0095,02-02-2023,Headphones,Electronics,2,739,1478,East,2023-02
O11856,C0231,29-09-2023,Phone,Electronics,1,1002,1002,East,2023-09
O11857,C0425,15-05-2023,Printer,Office,3,1111,3333,South,2023-05
O11858,C0160,07-02-2023,Headphones,Electronics,1,394,394,South,2023-02
O11859,C0588,25-05-2023,Headphones,Electronics,1,193,193,North,2023-05
O11860,C0269,24-11-2023,Printer,Office,3,394,1182,West,2023-11
O11861,C0377,02-08-2023,Monitor,Electronics,1,82,82,South,2023-08
O11862,C0029,08-02-2023,Printer,Office,1,538,538,East,2023-02
O11863,C0056,14-08-2023,Tablet,Electronics,1,1090,1090,South,2023-08
O11864,C0023,04-04-2023,Headphones,Electronics,1,884,884,South,2023-04
O11865,C0566,18-05-2023,Monitor,Electronics,1,968,968,North,2023-05
O11866,C0229,13-11-2023,Monitor,Electronics,1,744,744,South,2023-11
O11867,C0561,20-07-2023,Printer,Office,1,935,935,West,2023-07
O11868,C0123,08-12-2023,Phone,Electronics,2,806,1612,East,2023-12
O11869,C0373,05-04-2023,Monitor,Electronics,3,309,927,North,2023-04
O11870,C0007,04-08-2023,Laptop,Electronics,3,303,909,East,2023-08
O11871,C0542,14-03-2023,Monitor,Electronics,1,1154,1154,South,2023-03
O11872,C0266,20-10-2023,Laptop,Electronics,3,262,786,East,2023-10
O11873,C0047,20-04-2023,Monitor,Electronics,1,1054,1054,West,2023-04
O11874,C0420,03-06-2023,Headphones,Electronics,2,937,1874,South,2023-06
O11875,C0488,11-05-2023,Mouse,Accessories,1,1150,1150,East,2023-05
O11876,C0232,14-07-2023,Mouse,Accessories,3,1088,3264,North,2023-07
O11877,C0331,12-11-2023,Keyboard,Accessories,3,899,2697,South,2023-11
O11878,C0147,16-09-2023,Printer,Office,1,379,379,West,2023-09
O11879,C0365,31-03-2023,Headphones,Electronics,3,796,2388,West,2023-03
O11880,C0077,10-06-2023,Tablet,Electronics,1,133,133,North,2023-06
